Image Address,Target Index,Target Right Ascension,Target Declination,Survey,Band,Number of Central Blobs,Main Blob Center,Main Blob Radius,Main Blob Displacement,Percent Outside Diffraction,Threshold Value,Percent of Image White,Validation,Error
FITS/RandSample-2000/index-301/WISE+(AllWISE)--w1,301,88.763479,-16.868919,WISE,w1,0,NULL,NULL,NULL,NULL,0.462890625,0.302020202020202,0,Image lacks central blob
FITS/RandSample-2000/index-301/2MASS--J,301,88.763479,-16.868919,2MASS,J,1,"(29, 29)",4,2.8284271247461903,0.0,0.349609375,0.018812147272238646,,NULL
FITS/RandSample-2000/index-301/2MASS--H,301,88.763479,-16.868919,2MASS,H,1,"(29, 29)",4,2.8284271247461903,0.0,0.298828125,0.026337006181134104,,NULL
FITS/RandSample-2000/index-302/WISE+(AllWISE)--w3,302,127.380902,-22.822428,WISE,w3,0,NULL,NULL,NULL,NULL,0.642578125,0.4676767676767677,0,Image lacks central blob
FITS/RandSample-2000/index-302/WISE+(AllWISE)--w2,302,127.380902,-22.822428,WISE,w2,1,"(21, 22)",8,2.23606797749979,0.030973451327433628,0.400390625,0.11414141414141414,,NULL
FITS/RandSample-2000/index-302/DSS--DSS1+Red,302,127.380902,-22.822428,DSS,DSS1+Red,1,"(29, 29)",5,1.4142135623730951,0.0,0.423828125,0.046610169491525424,,NULL
FITS/RandSample-2000/index-302/DSS--DSS2+Blue,302,127.380902,-22.822428,DSS,DSS2+Blue,1,"(17, 17)",4,1.4142135623730951,0.0,0.404296875,0.05959183673469388,,NULL
FITS/RandSample-2000/index-302/2MASS--K,302,127.380902,-22.822428,2MASS,K,1,"(29, 29)",4,2.8284271247461903,0.0,0.380859375,0.014512227895726955,,NULL
FITS/RandSample-2000/index-302/WISE+(AllWISE)--w4,302,127.380902,-22.822428,WISE,w4,0,NULL,NULL,NULL,NULL,0.755859375,0.7757575757575758,0,Image lacks central blob
FITS/RandSample-2000/index-302/DSS--DSS2+Red,302,127.380902,-22.822428,DSS,DSS2+Red,1,"(28, 30)",5,2.0,0.0,0.380859375,0.04209039548022599,,NULL
FITS/RandSample-2000/index-302/DSS--DSS2+IR,302,127.380902,-22.822428,DSS,DSS2+IR,1,"(28, 30)",4,2.0,0.0,0.337890625,0.023728813559322035,,NULL
FITS/RandSample-2000/index-302/WISE+(AllWISE)--w1,302,127.380902,-22.822428,WISE,w1,1,"(21, 22)",7,2.23606797749979,0.004975124378109453,0.361328125,0.10353535353535354,,NULL
FITS/RandSample-2000/index-302/2MASS--J,302,127.380902,-22.822428,2MASS,J,1,"(29, 29)",4,2.8284271247461903,0.0,0.326171875,0.014780972856758936,,NULL
FITS/RandSample-2000/index-302/2MASS--H,302,127.380902,-22.822428,2MASS,H,1,"(29, 29)",4,2.8284271247461903,0.0,0.357421875,0.014512227895726955,,NULL
FITS/RandSample-2000/index-303/WISE+(AllWISE)--w3,303,273.655482,-29.736569,WISE,w3,0,NULL,NULL,NULL,NULL,0.494140625,0.5866666666666667,0,Image lacks central blob
FITS/RandSample-2000/index-303/WISE+(AllWISE)--w2,303,273.655482,-29.736569,WISE,w2,0,NULL,NULL,NULL,NULL,0.466796875,0.37333333333333335,0,Image lacks central blob
FITS/RandSample-2000/index-303/DSS--DSS1+Blue,303,273.655482,-29.736569,DSS,DSS1+Blue,1,"(29, 30)",5,1.0,0.0,0.431640625,0.16440677966101694,,NULL
FITS/RandSample-2000/index-303/DSS--DSS1+Red,303,273.655482,-29.736569,DSS,DSS1+Red,2,"(29, 29)",7,1.4142135623730951,0.0,0.529296875,0.32175141242937855,,NULL
FITS/RandSample-2000/index-303/2MASS--K,303,273.655482,-29.736569,2MASS,K,1,"(29, 30)",4,2.23606797749979,0.0,0.349609375,0.07659231389411449,,NULL
FITS/RandSample-2000/index-303/WISE+(AllWISE)--w4,303,273.655482,-29.736569,WISE,w4,0,NULL,NULL,NULL,NULL,0.783203125,0.625679012345679,0,Image lacks central blob
FITS/RandSample-2000/index-303/DSS--DSS2+Red,303,273.655482,-29.736569,DSS,DSS2+Red,2,"(28, 29)",5,2.23606797749979,0.0,0.408203125,0.15819209039548024,,NULL
FITS/RandSample-2000/index-303/DSS--DSS2+IR,303,273.655482,-29.736569,DSS,DSS2+IR,3,"(28, 30)",4,2.0,0.0,0.349609375,0.12768361581920903,,NULL
FITS/RandSample-2000/index-303/WISE+(AllWISE)--w1,303,273.655482,-29.736569,WISE,w1,0,NULL,NULL,NULL,NULL,0.447265625,0.4182716049382716,0,Image lacks central blob
FITS/RandSample-2000/index-303/2MASS--J,303,273.655482,-29.736569,2MASS,J,1,"(29, 30)",4,2.23606797749979,0.0,0.244140625,0.07175490459553883,,NULL
FITS/RandSample-2000/index-303/2MASS--H,303,273.655482,-29.736569,2MASS,H,1,"(29, 30)",4,2.23606797749979,0.0,0.294921875,0.08546089760816984,,NULL
FITS/RandSample-2000/index-304/WISE+(AllWISE)--w3,304,3.08252,40.856337,WISE,w3,0,NULL,NULL,NULL,NULL,0.462890625,0.1808080808080808,0,Image lacks central blob
FITS/RandSample-2000/index-304/WISE+(AllWISE)--w2,304,3.08252,40.856337,WISE,w2,1,"(22, 22)",8,0.0,0.0,0.349609375,0.11363636363636363,,NULL
FITS/RandSample-2000/index-304/DSS--DSS1+Blue,304,3.08252,40.856337,DSS,DSS1+Blue,1,"(29, 30)",7,1.0,0.0,0.439453125,0.04745762711864407,,NULL
FITS/RandSample-2000/index-304/DSS--DSS1+Red,304,3.08252,40.856337,DSS,DSS1+Red,1,"(16, 16)",4,2.8284271247461903,0.0,0.486328125,0.062040816326530614,,NULL
FITS/RandSample-2000/index-304/DSS--DSS2+Blue,304,3.08252,40.856337,DSS,DSS2+Blue,1,"(28, 30)",5,2.0,0.0,0.404296875,0.03502824858757062,,NULL
FITS/RandSample-2000/index-304/2MASS--K,304,3.08252,40.856337,2MASS,K,1,"(29, 29)",4,2.8284271247461903,0.0,0.298828125,0.010481053480247245,,NULL
FITS/RandSample-2000/index-304/WISE+(AllWISE)--w4,304,3.08252,40.856337,WISE,w4,0,NULL,NULL,NULL,NULL,0.720703125,0.6484848484848484,0,Image lacks central blob
FITS/RandSample-2000/index-304/DSS--DSS2+Red,304,3.08252,40.856337,DSS,DSS2+Red,1,"(28, 30)",5,2.0,0.0,0.400390625,0.04152542372881356,,NULL
FITS/RandSample-2000/index-304/DSS--DSS2+IR,304,3.08252,40.856337,DSS,DSS2+IR,1,"(29, 30)",5,1.0,0.0,0.412109375,0.02824858757062147,,NULL
FITS/RandSample-2000/index-304/WISE+(AllWISE)--w1,304,3.08252,40.856337,WISE,w1,1,"(22, 22)",7,0.0,0.0,0.330078125,0.09898989898989899,,NULL
FITS/RandSample-2000/index-304/2MASS--J,304,3.08252,40.856337,2MASS,J,1,"(29, 29)",4,2.8284271247461903,0.0,0.271484375,0.011287288363343187,,NULL
FITS/RandSample-2000/index-304/2MASS--H,304,3.08252,40.856337,2MASS,H,1,"(29, 29)",4,2.8284271247461903,0.0,0.322265625,0.010749798441279226,,NULL
FITS/RandSample-2000/index-305/WISE+(AllWISE)--w3,305,269.602882,-74.400601,WISE,w3,0,NULL,NULL,NULL,NULL,0.669921875,0.6859259259259259,0,Image lacks central blob
FITS/RandSample-2000/index-305/WISE+(AllWISE)--w2,305,269.602882,-74.400601,WISE,w2,0,NULL,NULL,NULL,NULL,0.431640625,0.16148148148148148,0,Image lacks central blob
FITS/RandSample-2000/index-305/DSS--DSS2+Blue,305,269.602882,-74.400601,DSS,DSS2+Blue,1,"(18, 17)",4,1.0,0.0,0.423828125,0.07918367346938776,,NULL
FITS/RandSample-2000/index-305/2MASS--K,305,269.602882,-74.400601,2MASS,K,1,"(29, 29)",4,2.8284271247461903,0.0,0.443359375,0.01746842246707874,,NULL
FITS/RandSample-2000/index-305/WISE+(AllWISE)--w4,305,269.602882,-74.400601,WISE,w4,0,NULL,NULL,NULL,NULL,0.791015625,0.9209876543209876,0,Image lacks central blob
FITS/RandSample-2000/index-305/DSS--DSS2+Red,305,269.602882,-74.400601,DSS,DSS2+Red,1,"(29, 29)",4,1.4142135623730951,0.0,0.365234375,0.04165469692617064,,NULL
FITS/RandSample-2000/index-305/DSS--DSS2+IR,305,269.602882,-74.400601,DSS,DSS2+IR,1,"(30, 31)",4,1.0,0.0,0.330078125,0.026271186440677965,,NULL
FITS/RandSample-2000/index-305/WISE+(AllWISE)--w1,305,269.602882,-74.400601,WISE,w1,1,"(21, 19)",9,4.47213595499958,0.19444444444444445,0.380859375,0.1545679012345679,,NULL
FITS/RandSample-2000/index-305/2MASS--J,305,269.602882,-74.400601,2MASS,J,1,"(29, 29)",4,2.8284271247461903,0.0,0.349609375,0.01719967750604676,,NULL
FITS/RandSample-2000/index-305/2MASS--H,305,269.602882,-74.400601,2MASS,H,1,"(29, 29)",4,2.8284271247461903,0.0,0.423828125,0.01719967750604676,,NULL
FITS/RandSample-2000/index-306/WISE+(AllWISE)--w3,306,99.693799,12.396713,WISE,w3,0,NULL,NULL,NULL,NULL,0.666015625,0.6869834710743802,0,Image lacks central blob
FITS/RandSample-2000/index-306/WISE+(AllWISE)--w2,306,99.693799,12.396713,WISE,w2,1,"(21, 22)",7,1.0,0.0,0.412109375,0.11363636363636363,,NULL
FITS/RandSample-2000/index-306/DSS--DSS1+Blue,306,99.693799,12.396713,DSS,DSS1+Blue,1,"(29, 30)",7,1.0,0.0,0.431640625,0.06694915254237288,,NULL
FITS/RandSample-2000/index-306/DSS--DSS1+Red,306,99.693799,12.396713,DSS,DSS1+Red,1,"(17, 17)",4,1.4142135623730951,0.0,0.431640625,0.0653061224489796,,NULL
FITS/RandSample-2000/index-306/DSS--DSS2+Blue,306,99.693799,12.396713,DSS,DSS2+Blue,1,"(29, 31)",5,1.4142135623730951,0.0,0.373046875,0.043785310734463276,,NULL
FITS/RandSample-2000/index-306/2MASS--K,306,99.693799,12.396713,2MASS,K,1,"(30, 29)",4,2.23606797749979,0.0,0.396484375,0.010212308519215264,,NULL
FITS/RandSample-2000/index-306/WISE+(AllWISE)--w4,306,99.693799,12.396713,WISE,w4,0,NULL,NULL,NULL,NULL,0.779296875,0.8259297520661157,0,Image lacks central blob
FITS/RandSample-2000/index-306/DSS--DSS2+Red,306,99.693799,12.396713,DSS,DSS2+Red,1,"(29, 30)",4,1.0,0.0,0.353515625,0.02711864406779661,,NULL
FITS/RandSample-2000/index-306/DSS--DSS2+IR,306,99.693799,12.396713,DSS,DSS2+IR,1,"(29, 30)",4,1.0,0.0,0.384765625,0.018926553672316385,,NULL
FITS/RandSample-2000/index-306/WISE+(AllWISE)--w1,306,99.693799,12.396713,WISE,w1,1,"(21, 22)",7,1.0,0.0,0.357421875,0.10330578512396695,,NULL
FITS/RandSample-2000/index-306/2MASS--J,306,99.693799,12.396713,2MASS,J,1,"(30, 29)",4,2.23606797749979,0.0,0.330078125,0.010481053480247245,,NULL
FITS/RandSample-2000/index-306/2MASS--H,306,99.693799,12.396713,2MASS,H,1,"(30, 29)",4,2.23606797749979,0.0,0.357421875,0.009943563558183283,,NULL
FITS/RandSample-2000/index-307/WISE+(AllWISE)--w3,307,33.08247,9.291926,WISE,w3,0,NULL,NULL,NULL,NULL,0.509765625,0.35604938271604936,0,Image lacks central blob
FITS/RandSample-2000/index-307/WISE+(AllWISE)--w2,307,33.08247,9.291926,WISE,w2,1,"(22, 22)",7,1.4142135623730951,0.0,0.357421875,0.10962962962962963,,NULL
FITS/RandSample-2000/index-307/DSS--DSS1+Blue,307,33.08247,9.291926,DSS,DSS1+Blue,1,"(29, 29)",5,1.4142135623730951,0.0,0.404296875,0.0748587570621469,,NULL
FITS/RandSample-2000/index-307/DSS--DSS1+Red,307,33.08247,9.291926,DSS,DSS1+Red,1,"(17, 17)",4,1.4142135623730951,0.0,0.384765625,0.07755102040816327,,NULL
FITS/RandSample-2000/index-307/DSS--DSS2+Blue,307,33.08247,9.291926,DSS,DSS2+Blue,1,"(29, 30)",5,1.0,0.0,0.345703125,0.03954802259887006,,NULL
FITS/RandSample-2000/index-307/2MASS--K,307,33.08247,9.291926,2MASS,K,1,"(30, 30)",4,1.4142135623730951,0.0,0.349609375,0.009674818597151304,,NULL
FITS/RandSample-2000/index-307/WISE+(AllWISE)--w4,307,33.08247,9.291926,WISE,w4,0,NULL,NULL,NULL,NULL,0.744140625,0.6103703703703703,0,Image lacks central blob
FITS/RandSample-2000/index-307/DSS--DSS2+Red,307,33.08247,9.291926,DSS,DSS2+Red,1,"(29, 30)",5,1.0,0.0,0.365234375,0.05423728813559322,,NULL
FITS/RandSample-2000/index-307/DSS--DSS2+IR,307,33.08247,9.291926,DSS,DSS2+IR,1,"(29, 31)",5,1.4142135623730951,0.0,0.384765625,0.04406779661016949,,NULL
FITS/RandSample-2000/index-307/WISE+(AllWISE)--w1,307,33.08247,9.291926,WISE,w1,1,"(22, 22)",7,1.4142135623730951,0.0,0.349609375,0.09037037037037036,,NULL
FITS/RandSample-2000/index-307/2MASS--J,307,33.08247,9.291926,2MASS,J,1,"(30, 30)",4,1.4142135623730951,0.0,0.330078125,0.010212308519215264,,NULL
FITS/RandSample-2000/index-307/2MASS--H,307,33.08247,9.291926,2MASS,H,1,"(30, 30)",4,1.4142135623730951,0.0,0.337890625,0.009943563558183283,,NULL
FITS/RandSample-2000/index-308/WISE+(AllWISE)--w3,308,189.743447,-59.935188,WISE,w3,0,NULL,NULL,NULL,NULL,0.474609375,0.6893827160493827,0,Image lacks central blob
FITS/RandSample-2000/index-308/WISE+(AllWISE)--w2,308,189.743447,-59.935188,WISE,w2,0,NULL,NULL,NULL,NULL,0.404296875,0.29185185185185186,0,Image lacks central blob
FITS/RandSample-2000/index-308/2MASS--K,308,189.743447,-59.935188,2MASS,K,1,"(29, 30)",4,2.23606797749979,0.0,0.271484375,0.05321150228433217,,NULL
FITS/RandSample-2000/index-308/WISE+(AllWISE)--w4,308,189.743447,-59.935188,WISE,w4,0,NULL,NULL,NULL,NULL,0.755859375,0.7150617283950618,0,Image lacks central blob
FITS/RandSample-2000/index-308/DSS--DSS2+Red,308,189.743447,-59.935188,DSS,DSS2+Red,1,"(29, 28)",5,2.23606797749979,0.0,0.333984375,0.10508474576271186,,NULL
FITS/RandSample-2000/index-308/DSS--DSS2+IR,308,189.743447,-59.935188,DSS,DSS2+IR,1,"(29, 30)",4,1.0,0.0,0.283203125,0.06977401129943503,,NULL
FITS/RandSample-2000/index-308/WISE+(AllWISE)--w1,308,189.743447,-59.935188,WISE,w1,0,NULL,NULL,NULL,NULL,0.380859375,0.28246913580246913,0,Image lacks central blob
FITS/RandSample-2000/index-308/2MASS--J,308,189.743447,-59.935188,2MASS,J,1,"(29, 30)",4,2.23606797749979,0.0,0.251953125,0.0249932813759742,,NULL
FITS/RandSample-2000/index-308/2MASS--H,308,189.743447,-59.935188,2MASS,H,1,"(29, 30)",4,2.23606797749979,0.0,0.232421875,0.04783660306369256,,NULL
FITS/RandSample-2000/index-309/WISE+(AllWISE)--w3,309,229.615072,34.025928,WISE,w3,0,NULL,NULL,NULL,NULL,0.568359375,0.2318181818181818,0,Image lacks central blob
FITS/RandSample-2000/index-309/WISE+(AllWISE)--w2,309,229.615072,34.025928,WISE,w2,1,"(23, 21)",8,1.4142135623730951,0.0,0.361328125,0.11060606060606061,,NULL
FITS/RandSample-2000/index-309/DSS--DSS1+Blue,309,229.615072,34.025928,DSS,DSS1+Blue,1,"(27, 32)",5,3.605551275463989,0.0,0.427734375,0.03531073446327684,,NULL
FITS/RandSample-2000/index-309/DSS--DSS1+Red,309,229.615072,34.025928,DSS,DSS1+Red,1,"(15, 17)",4,3.1622776601683795,0.0,0.439453125,0.04,,NULL
FITS/RandSample-2000/index-309/DSS--DSS2+Blue,309,229.615072,34.025928,DSS,DSS2+Blue,1,"(29, 30)",5,1.0,0.0,0.419921875,0.03418557885665039,,NULL
FITS/RandSample-2000/index-309/2MASS--K,309,229.615072,34.025928,2MASS,K,1,"(30, 29)",4,2.23606797749979,0.0,0.462890625,0.00859983875302338,,NULL
FITS/RandSample-2000/index-309/WISE+(AllWISE)--w4,309,229.615072,34.025928,WISE,w4,0,NULL,NULL,NULL,NULL,0.712890625,0.9747474747474747,0,Image lacks central blob
FITS/RandSample-2000/index-309/DSS--DSS2+Red,309,229.615072,34.025928,DSS,DSS2+Red,1,"(29, 30)",4,1.0,0.0,0.376953125,0.02401129943502825,,NULL
FITS/RandSample-2000/index-309/DSS--DSS2+IR,309,229.615072,34.025928,DSS,DSS2+IR,1,"(29, 30)",4,1.0,0.0,0.388671875,0.01751412429378531,,NULL
FITS/RandSample-2000/index-309/WISE+(AllWISE)--w1,309,229.615072,34.025928,WISE,w1,1,"(23, 21)",7,1.4142135623730951,0.0,0.341796875,0.09393939393939393,,NULL
FITS/RandSample-2000/index-309/2MASS--J,309,229.615072,34.025928,2MASS,J,1,"(30, 29)",4,2.23606797749979,0.0,0.373046875,0.009406073636119323,,NULL
FITS/RandSample-2000/index-309/2MASS--H,309,229.615072,34.025928,2MASS,H,1,"(30, 29)",4,2.23606797749979,0.0,0.373046875,0.009137328675087342,,NULL
FITS/RandSample-2000/index-310/WISE+(AllWISE)--w3,310,269.053443,-19.823888,WISE,w3,0,NULL,NULL,NULL,NULL,0.376953125,0.37530864197530867,0,Image lacks central blob
FITS/RandSample-2000/index-310/WISE+(AllWISE)--w2,310,269.053443,-19.823888,WISE,w2,0,NULL,NULL,NULL,NULL,0.447265625,0.25382716049382714,0,Image lacks central blob
FITS/RandSample-2000/index-310/DSS--DSS1+Blue,310,269.053443,-19.823888,DSS,DSS1+Blue,1,"(30, 30)",9,0.0,0.0,0.462890625,0.10282485875706214,,NULL
FITS/RandSample-2000/index-310/DSS--DSS1+Red,310,269.053443,-19.823888,DSS,DSS1+Red,1,"(18, 17)",5,1.0,0.0,0.466796875,0.22775510204081634,,NULL
FITS/RandSample-2000/index-310/2MASS--K,310,269.053443,-19.823888,2MASS,K,1,"(29, 30)",4,2.23606797749979,0.0,0.302734375,0.027411986025262028,,NULL
FITS/RandSample-2000/index-310/WISE+(AllWISE)--w4,310,269.053443,-19.823888,WISE,w4,0,NULL,NULL,NULL,NULL,0.544921875,0.37135802469135804,0,Image lacks central blob
FITS/RandSample-2000/index-310/DSS--DSS2+Red,310,269.053443,-19.823888,DSS,DSS2+Red,1,"(29, 30)",5,1.0,0.0,0.396484375,0.043220338983050846,,NULL
FITS/RandSample-2000/index-310/DSS--DSS2+IR,310,269.053443,-19.823888,DSS,DSS2+IR,1,"(29, 29)",5,1.4142135623730951,0.0,0.380859375,0.0692090395480226,,NULL
FITS/RandSample-2000/index-310/WISE+(AllWISE)--w1,310,269.053443,-19.823888,WISE,w1,0,NULL,NULL,NULL,NULL,0.416015625,0.22962962962962963,0,Image lacks central blob
FITS/RandSample-2000/index-310/2MASS--J,310,269.053443,-19.823888,2MASS,J,1,"(29, 30)",4,2.23606797749979,0.0,0.283203125,0.02123085192152647,,NULL
FITS/RandSample-2000/index-310/2MASS--H,310,269.053443,-19.823888,2MASS,H,1,"(29, 29)",4,2.8284271247461903,0.0,0.291015625,0.02445579145391024,,NULL
FITS/RandSample-2000/index-311/WISE+(AllWISE)--w3,311,202.838301,12.670328,WISE,w3,0,NULL,NULL,NULL,NULL,0.556640625,0.17272727272727273,0,Image lacks central blob
FITS/RandSample-2000/index-311/WISE+(AllWISE)--w2,311,202.838301,12.670328,WISE,w2,1,"(22, 21)",8,1.0,0.0,0.353515625,0.11313131313131314,,NULL
FITS/RandSample-2000/index-311/DSS--DSS1+Blue,311,202.838301,12.670328,DSS,DSS1+Blue,1,"(27, 30)",5,3.0,0.0,0.423828125,0.03248587570621469,,NULL
FITS/RandSample-2000/index-311/DSS--DSS1+Red,311,202.838301,12.670328,DSS,DSS1+Red,1,"(16, 17)",4,2.23606797749979,0.0,0.400390625,0.03918367346938775,,NULL
FITS/RandSample-2000/index-311/DSS--DSS2+Blue,311,202.838301,12.670328,DSS,DSS2+Blue,1,"(29, 30)",5,1.0,0.0,0.373046875,0.02655367231638418,,NULL
FITS/RandSample-2000/index-311/2MASS--K,311,202.838301,12.670328,2MASS,K,1,"(29, 30)",4,2.23606797749979,0.0,0.349609375,0.010749798441279226,,NULL
FITS/RandSample-2000/index-311/WISE+(AllWISE)--w4,311,202.838301,12.670328,WISE,w4,0,NULL,NULL,NULL,NULL,0.787109375,0.7358585858585859,0,Image lacks central blob
FITS/RandSample-2000/index-311/DSS--DSS2+Red,311,202.838301,12.670328,DSS,DSS2+Red,1,"(29, 30)",5,1.0,0.0,0.380859375,0.02655367231638418,,NULL
FITS/RandSample-2000/index-311/DSS--DSS2+IR,311,202.838301,12.670328,DSS,DSS2+IR,1,"(29, 30)",4,1.0,0.0,0.400390625,0.02062146892655367,,NULL
FITS/RandSample-2000/index-311/WISE+(AllWISE)--w1,311,202.838301,12.670328,WISE,w1,1,"(22, 21)",7,1.0,0.0,0.330078125,0.10101010101010101,,NULL
FITS/RandSample-2000/index-311/2MASS--J,311,202.838301,12.670328,2MASS,J,1,"(29, 30)",4,2.23606797749979,0.0,0.341796875,0.011018543402311207,,NULL
FITS/RandSample-2000/index-311/2MASS--H,311,202.838301,12.670328,2MASS,H,1,"(29, 30)",4,2.23606797749979,0.0,0.341796875,0.010212308519215264,,NULL
FITS/RandSample-2000/index-312/WISE+(AllWISE)--w3,312,194.044516,-18.072857,WISE,w3,0,NULL,NULL,NULL,NULL,0.599609375,0.1494949494949495,0,Image lacks central blob
FITS/RandSample-2000/index-312/WISE+(AllWISE)--w2,312,194.044516,-18.072857,WISE,w2,1,"(21, 22)",8,2.23606797749979,0.0,0.361328125,0.11161616161616161,,NULL
FITS/RandSample-2000/index-312/DSS--DSS1+Blue,312,194.044516,-18.072857,DSS,DSS1+Blue,1,"(29, 30)",5,1.0,0.0,0.447265625,0.03983050847457627,,NULL
FITS/RandSample-2000/index-312/DSS--DSS1+Red,312,194.044516,-18.072857,DSS,DSS1+Red,1,"(17, 17)",4,1.4142135623730951,0.0,0.423828125,0.0473469387755102,,NULL
FITS/RandSample-2000/index-312/DSS--DSS2+Blue,312,194.044516,-18.072857,DSS,DSS2+Blue,1,"(17, 17)",4,1.4142135623730951,0.0,0.419921875,0.04816326530612245,,NULL
FITS/RandSample-2000/index-312/2MASS--K,312,194.044516,-18.072857,2MASS,K,1,"(29, 29)",4,2.8284271247461903,0.0,0.365234375,0.010749798441279226,,NULL
FITS/RandSample-2000/index-312/WISE+(AllWISE)--w4,312,194.044516,-18.072857,WISE,w4,0,NULL,NULL,NULL,NULL,0.806640625,0.6611111111111111,0,Image lacks central blob
FITS/RandSample-2000/index-312/DSS--DSS2+Red,312,194.044516,-18.072857,DSS,DSS2+Red,1,"(28, 30)",5,2.0,0.0,0.396484375,0.04293785310734463,,NULL
FITS/RandSample-2000/index-312/DSS--DSS2+IR,312,194.044516,-18.072857,DSS,DSS2+IR,1,"(29, 30)",5,1.0,0.0,0.384765625,0.026271186440677965,,NULL
FITS/RandSample-2000/index-312/WISE+(AllWISE)--w1,312,194.044516,-18.072857,WISE,w1,1,"(21, 22)",7,2.23606797749979,0.0,0.337890625,0.09595959595959595,,NULL
FITS/RandSample-2000/index-312/2MASS--J,312,194.044516,-18.072857,2MASS,J,1,"(29, 29)",4,2.8284271247461903,0.0,0.318359375,0.011287288363343187,,NULL
FITS/RandSample-2000/index-312/2MASS--H,312,194.044516,-18.072857,2MASS,H,1,"(29, 29)",4,2.8284271247461903,0.0,0.349609375,0.009674818597151304,,NULL
FITS/RandSample-2000/index-313/WISE+(AllWISE)--w3,313,298.537289,39.822034,WISE,w3,0,NULL,NULL,NULL,NULL,0.568359375,0.33181818181818185,0,Image lacks central blob
FITS/RandSample-2000/index-313/WISE+(AllWISE)--w2,313,298.537289,39.822034,WISE,w2,0,NULL,NULL,NULL,NULL,0.369140625,0.1484848484848485,0,Image lacks central blob
FITS/RandSample-2000/index-313/DSS--DSS1+Blue,313,298.537289,39.822034,DSS,DSS1+Blue,1,"(28, 31)",7,2.23606797749979,0.0,0.412109375,0.13474576271186442,,NULL
FITS/RandSample-2000/index-313/DSS--DSS1+Red,313,298.537289,39.822034,DSS,DSS1+Red,1,"(16, 17)",4,2.23606797749979,0.0,0.396484375,0.12897959183673469,,NULL
FITS/RandSample-2000/index-313/DSS--DSS2+Blue,313,298.537289,39.822034,DSS,DSS2+Blue,1,"(28, 29)",7,2.23606797749979,0.0,0.419921875,0.1361677678827923,,NULL
FITS/RandSample-2000/index-313/2MASS--K,313,298.537289,39.822034,2MASS,K,1,"(29, 30)",4,2.23606797749979,0.0,0.326171875,0.016930932545014783,,NULL
FITS/RandSample-2000/index-313/WISE+(AllWISE)--w4,313,298.537289,39.822034,WISE,w4,0,NULL,NULL,NULL,NULL,0.740234375,0.6368686868686869,0,Image lacks central blob
FITS/RandSample-2000/index-313/DSS--DSS2+Red,313,298.537289,39.822034,DSS,DSS2+Red,1,"(28, 30)",5,2.0,0.0,0.337890625,0.10819209039548022,,NULL
FITS/RandSample-2000/index-313/DSS--DSS2+IR,313,298.537289,39.822034,DSS,DSS2+IR,2,"(29, 30)",4,1.0,0.0,0.314453125,0.06949152542372881,,NULL
FITS/RandSample-2000/index-313/WISE+(AllWISE)--w1,313,298.537289,39.822034,WISE,w1,0,NULL,NULL,NULL,NULL,0.330078125,0.13535353535353536,0,Image lacks central blob
FITS/RandSample-2000/index-313/2MASS--J,313,298.537289,39.822034,2MASS,J,1,"(29, 30)",4,2.23606797749979,0.0,0.287109375,0.023649556570814297,,NULL
FITS/RandSample-2000/index-313/2MASS--H,313,298.537289,39.822034,2MASS,H,1,"(29, 30)",4,2.23606797749979,0.0,0.287109375,0.020155872077398548,,NULL
FITS/RandSample-2000/index-314/WISE+(AllWISE)--w3,314,65.36403,-9.608325,WISE,w3,0,NULL,NULL,NULL,NULL,0.595703125,0.1397530864197531,0,Image lacks central blob
FITS/RandSample-2000/index-314/WISE+(AllWISE)--w2,314,65.36403,-9.608325,WISE,w2,1,"(22, 22)",8,1.4142135623730951,0.0,0.353515625,0.10814814814814815,,NULL
FITS/RandSample-2000/index-314/DSS--DSS1+Blue,314,65.36403,-9.608325,DSS,DSS1+Blue,1,"(29, 31)",7,1.4142135623730951,0.0,0.427734375,0.053389830508474574,,NULL
FITS/RandSample-2000/index-314/DSS--DSS1+Red,314,65.36403,-9.608325,DSS,DSS1+Red,1,"(17, 18)",4,1.0,0.0,0.431640625,0.05551020408163265,,NULL
FITS/RandSample-2000/index-314/DSS--DSS2+Blue,314,65.36403,-9.608325,DSS,DSS2+Blue,1,"(18, 17)",4,1.0,0.0,0.447265625,0.06285714285714286,,NULL
FITS/RandSample-2000/index-314/2MASS--K,314,65.36403,-9.608325,2MASS,K,1,"(29, 29)",4,2.8284271247461903,0.0,0.341796875,0.009406073636119323,,NULL
FITS/RandSample-2000/index-314/WISE+(AllWISE)--w4,314,65.36403,-9.608325,WISE,w4,0,NULL,NULL,NULL,NULL,0.818359375,0.7150617283950618,0,Image lacks central blob
FITS/RandSample-2000/index-314/DSS--DSS2+Red,314,65.36403,-9.608325,DSS,DSS2+Red,1,"(29, 30)",7,1.0,0.0,0.423828125,0.07203389830508475,,NULL
FITS/RandSample-2000/index-314/DSS--DSS2+IR,314,65.36403,-9.608325,DSS,DSS2+IR,1,"(29, 30)",5,1.0,0.0,0.400390625,0.03559322033898305,,NULL
FITS/RandSample-2000/index-314/WISE+(AllWISE)--w1,314,65.36403,-9.608325,WISE,w1,1,"(22, 22)",7,1.4142135623730951,0.0,0.333984375,0.09283950617283951,,NULL
FITS/RandSample-2000/index-314/2MASS--J,314,65.36403,-9.608325,2MASS,J,1,"(29, 29)",4,2.8284271247461903,0.0,0.330078125,0.009406073636119323,,NULL
