Image Address,Target Index,Target Right Ascension,Target Declination,Survey,Band,Number of Central Blobs,Main Blob Center,Main Blob Radius,Main Blob Displacement,Percent Outside Diffraction,Threshold Value,Percent of Image White,Validation,Error
FITS/RandSample-2000/index-1560/2MASS--H,1560,307.29423,-29.82969,2MASS,H,1,"(30, 29)",4,2.23606797749979,0.0,0.310546875,0.009406073636119323,,NULL
FITS/RandSample-2000/index-1561/WISE+(AllWISE)--w3,1561,113.881953,10.253386,WISE,w3,0,NULL,NULL,NULL,NULL,0.521484375,0.20196280991735538,0,Image lacks central blob
FITS/RandSample-2000/index-1561/WISE+(AllWISE)--w2,1561,113.881953,10.253386,WISE,w2,1,"(22, 23)",9,1.0,0.09931506849315068,0.357421875,0.1518595041322314,,NULL
FITS/RandSample-2000/index-1561/DSS--DSS1+Blue,1561,113.881953,10.253386,DSS,DSS1+Blue,1,"(29, 32)",9,2.23606797749979,0.0,0.458984375,0.07542372881355933,,NULL
FITS/RandSample-2000/index-1561/DSS--DSS1+Red,1561,113.881953,10.253386,DSS,DSS1+Red,1,"(18, 18)",5,0.0,0.02857142857142857,0.443359375,0.08816326530612245,,NULL
FITS/RandSample-2000/index-1561/DSS--DSS2+Blue,1561,113.881953,10.253386,DSS,DSS2+Blue,1,"(30, 30)",7,0.0,0.0,0.431640625,0.0652111462223499,,NULL
FITS/RandSample-2000/index-1561/2MASS--K,1561,113.881953,10.253386,2MASS,K,2,"(30, 29)",4,2.23606797749979,0.0,0.314453125,0.01961838215533459,,NULL
FITS/RandSample-2000/index-1561/WISE+(AllWISE)--w4,1561,113.881953,10.253386,WISE,w4,0,NULL,NULL,NULL,NULL,0.779296875,0.6983471074380165,0,Image lacks central blob
FITS/RandSample-2000/index-1561/DSS--DSS2+Red,1561,113.881953,10.253386,DSS,DSS2+Red,1,"(30, 31)",7,1.0,0.0,0.404296875,0.05480225988700565,,NULL
FITS/RandSample-2000/index-1561/DSS--DSS2+IR,1561,113.881953,10.253386,DSS,DSS2+IR,1,"(30, 30)",5,0.0,0.0,0.396484375,0.04180790960451977,,NULL
FITS/RandSample-2000/index-1561/WISE+(AllWISE)--w1,1561,113.881953,10.253386,WISE,w1,1,"(22, 23)",8,1.0,0.064,0.349609375,0.13171487603305784,,NULL
FITS/RandSample-2000/index-1561/2MASS--J,1561,113.881953,10.253386,2MASS,J,2,"(30, 29)",4,2.23606797749979,0.0,0.279296875,0.018274657350174684,,NULL
FITS/RandSample-2000/index-1561/2MASS--H,1561,113.881953,10.253386,2MASS,H,2,"(30, 29)",4,2.23606797749979,0.0,0.306640625,0.01746842246707874,,NULL
FITS/RandSample-2000/index-1562/WISE+(AllWISE)--w3,1562,1.282554,41.937926,WISE,w3,0,NULL,NULL,NULL,NULL,0.544921875,0.1545679012345679,0,Image lacks central blob
FITS/RandSample-2000/index-1562/WISE+(AllWISE)--w2,1562,1.282554,41.937926,WISE,w2,1,"(22, 22)",8,1.4142135623730951,0.0,0.365234375,0.10617283950617284,,NULL
FITS/RandSample-2000/index-1562/DSS--DSS1+Blue,1562,1.282554,41.937926,DSS,DSS1+Blue,1,"(29, 30)",5,1.0,0.0,0.462890625,0.06016949152542373,,NULL
FITS/RandSample-2000/index-1562/DSS--DSS1+Red,1562,1.282554,41.937926,DSS,DSS1+Red,1,"(16, 16)",4,2.8284271247461903,0.0,0.435546875,0.07510204081632653,,NULL
FITS/RandSample-2000/index-1562/DSS--DSS2+Blue,1562,1.282554,41.937926,DSS,DSS2+Blue,1,"(29, 31)",5,1.4142135623730951,0.0,0.369140625,0.04180790960451977,,NULL
FITS/RandSample-2000/index-1562/2MASS--K,1562,1.282554,41.937926,2MASS,K,1,"(29, 29)",4,2.8284271247461903,0.0,0.333984375,0.010212308519215264,,NULL
FITS/RandSample-2000/index-1562/WISE+(AllWISE)--w4,1562,1.282554,41.937926,WISE,w4,0,NULL,NULL,NULL,NULL,0.744140625,0.8004938271604938,0,Image lacks central blob
FITS/RandSample-2000/index-1562/DSS--DSS2+Red,1562,1.282554,41.937926,DSS,DSS2+Red,1,"(29, 30)",5,1.0,0.0,0.369140625,0.04632768361581921,,NULL
FITS/RandSample-2000/index-1562/DSS--DSS2+IR,1562,1.282554,41.937926,DSS,DSS2+IR,1,"(29, 30)",4,1.0,0.0,0.388671875,0.03248587570621469,,NULL
FITS/RandSample-2000/index-1562/WISE+(AllWISE)--w1,1562,1.282554,41.937926,WISE,w1,1,"(22, 22)",7,1.4142135623730951,0.0,0.341796875,0.09333333333333334,,NULL
FITS/RandSample-2000/index-1562/2MASS--J,1562,1.282554,41.937926,2MASS,J,1,"(29, 29)",4,2.8284271247461903,0.0,0.298828125,0.013168503090567052,,NULL
FITS/RandSample-2000/index-1562/2MASS--H,1562,1.282554,41.937926,2MASS,H,1,"(29, 29)",4,2.8284271247461903,0.0,0.314453125,0.01236226820747111,,NULL
FITS/RandSample-2000/index-1563/WISE+(AllWISE)--w3,1563,2.023093,55.025048,WISE,w3,0,NULL,NULL,NULL,NULL,0.560546875,0.14343434343434344,0,Image lacks central blob
FITS/RandSample-2000/index-1563/WISE+(AllWISE)--w2,1563,2.023093,55.025048,WISE,w2,1,"(22, 22)",8,1.4142135623730951,0.0,0.357421875,0.11262626262626263,,NULL
FITS/RandSample-2000/index-1563/DSS--DSS1+Blue,1563,2.023093,55.025048,DSS,DSS1+Blue,1,"(29, 30)",5,1.0,0.0,0.396484375,0.05028248587570622,,NULL
FITS/RandSample-2000/index-1563/DSS--DSS1+Red,1563,2.023093,55.025048,DSS,DSS1+Red,1,"(15, 16)",4,3.605551275463989,0.0,0.431640625,0.06938775510204082,,NULL
FITS/RandSample-2000/index-1563/DSS--DSS2+Blue,1563,2.023093,55.025048,DSS,DSS2+Blue,1,"(29, 30)",5,1.0,0.0,0.353515625,0.03728813559322034,,NULL
FITS/RandSample-2000/index-1563/2MASS--K,1563,2.023093,55.025048,2MASS,K,1,"(29, 29)",4,2.8284271247461903,0.0,0.306640625,0.01236226820747111,,NULL
FITS/RandSample-2000/index-1563/WISE+(AllWISE)--w4,1563,2.023093,55.025048,WISE,w4,0,NULL,NULL,NULL,NULL,0.751953125,0.8939393939393939,0,Image lacks central blob
FITS/RandSample-2000/index-1563/DSS--DSS2+Red,1563,2.023093,55.025048,DSS,DSS2+Red,1,"(29, 30)",5,1.0,0.0,0.353515625,0.044915254237288135,,NULL
FITS/RandSample-2000/index-1563/DSS--DSS2+IR,1563,2.023093,55.025048,DSS,DSS2+IR,1,"(28, 30)",4,2.0,0.0,0.341796875,0.03333333333333333,,NULL
FITS/RandSample-2000/index-1563/WISE+(AllWISE)--w1,1563,2.023093,55.025048,WISE,w1,1,"(22, 22)",7,1.4142135623730951,0.0,0.341796875,0.09444444444444444,,NULL
FITS/RandSample-2000/index-1563/2MASS--J,1563,2.023093,55.025048,2MASS,J,1,"(29, 30)",4,2.23606797749979,0.0,0.326171875,0.01236226820747111,,NULL
FITS/RandSample-2000/index-1563/2MASS--H,1563,2.023093,55.025048,2MASS,H,1,"(29, 29)",4,2.8284271247461903,0.0,0.337890625,0.011824778285407149,,NULL
FITS/RandSample-2000/index-1564/WISE+(AllWISE)--w3,1564,19.49102,37.834471,WISE,w3,0,NULL,NULL,NULL,NULL,0.443359375,0.18333333333333332,0,Image lacks central blob
FITS/RandSample-2000/index-1564/WISE+(AllWISE)--w2,1564,19.49102,37.834471,WISE,w2,1,"(21, 21)",8,1.4142135623730951,0.021645021645021644,0.345703125,0.11666666666666667,,NULL
FITS/RandSample-2000/index-1564/DSS--DSS1+Blue,1564,19.49102,37.834471,DSS,DSS1+Blue,1,"(31, 33)",9,3.1622776601683795,0.04416403785488959,0.466796875,0.11214689265536723,,NULL
FITS/RandSample-2000/index-1564/DSS--DSS1+Red,1564,19.49102,37.834471,DSS,DSS1+Red,1,"(17, 17)",5,1.4142135623730951,0.0,0.431640625,0.08244897959183674,,NULL
FITS/RandSample-2000/index-1564/DSS--DSS2+Blue,1564,19.49102,37.834471,DSS,DSS2+Blue,1,"(28, 30)",7,2.0,0.0,0.376953125,0.06271186440677966,,NULL
FITS/RandSample-2000/index-1564/2MASS--K,1564,19.49102,37.834471,2MASS,K,1,"(29, 29)",4,2.8284271247461903,0.0,0.337890625,0.01209352324643913,,NULL
FITS/RandSample-2000/index-1564/WISE+(AllWISE)--w4,1564,19.49102,37.834471,WISE,w4,0,NULL,NULL,NULL,NULL,0.677734375,0.6343434343434343,0,Image lacks central blob
FITS/RandSample-2000/index-1564/DSS--DSS2+Red,1564,19.49102,37.834471,DSS,DSS2+Red,1,"(29, 30)",7,1.0,0.0,0.431640625,0.06271186440677966,,NULL
FITS/RandSample-2000/index-1564/DSS--DSS2+IR,1564,19.49102,37.834471,DSS,DSS2+IR,1,"(29, 30)",5,1.0,0.0,0.384765625,0.03728813559322034,,NULL
FITS/RandSample-2000/index-1564/WISE+(AllWISE)--w1,1564,19.49102,37.834471,WISE,w1,1,"(21, 21)",7,1.4142135623730951,0.0,0.326171875,0.1,,NULL
FITS/RandSample-2000/index-1564/2MASS--J,1564,19.49102,37.834471,2MASS,J,1,"(29, 29)",4,2.8284271247461903,0.0,0.318359375,0.013168503090567052,,NULL
FITS/RandSample-2000/index-1564/2MASS--H,1564,19.49102,37.834471,2MASS,H,1,"(29, 29)",4,2.8284271247461903,0.0,0.322265625,0.01263101316850309,,NULL
FITS/RandSample-2000/index-1565/WISE+(AllWISE)--w3,1565,283.412039,27.849411,WISE,w3,0,NULL,NULL,NULL,NULL,0.462890625,0.21333333333333335,0,Image lacks central blob
FITS/RandSample-2000/index-1565/WISE+(AllWISE)--w2,1565,283.412039,27.849411,WISE,w2,1,"(22, 22)",8,1.4142135623730951,0.0,0.349609375,0.11160493827160493,,NULL
FITS/RandSample-2000/index-1565/DSS--DSS1+Blue,1565,283.412039,27.849411,DSS,DSS1+Blue,2,"(30, 30)",5,0.0,0.0,0.392578125,0.08220338983050847,,NULL
FITS/RandSample-2000/index-1565/DSS--DSS1+Red,1565,283.412039,27.849411,DSS,DSS1+Red,1,"(17, 17)",4,1.4142135623730951,0.0,0.419921875,0.10040816326530612,,NULL
FITS/RandSample-2000/index-1565/DSS--DSS2+Blue,1565,283.412039,27.849411,DSS,DSS2+Blue,2,"(29, 29)",5,1.4142135623730951,0.0,0.357421875,0.06864406779661017,,NULL
FITS/RandSample-2000/index-1565/2MASS--K,1565,283.412039,27.849411,2MASS,K,1,"(30, 30)",4,1.4142135623730951,0.0,0.298828125,0.011018543402311207,,NULL
FITS/RandSample-2000/index-1565/WISE+(AllWISE)--w4,1565,283.412039,27.849411,WISE,w4,0,NULL,NULL,NULL,NULL,0.728515625,0.32098765432098764,0,Image lacks central blob
FITS/RandSample-2000/index-1565/DSS--DSS2+Red,1565,283.412039,27.849411,DSS,DSS2+Red,2,"(29, 30)",5,1.0,0.0,0.353515625,0.07288135593220339,,NULL
FITS/RandSample-2000/index-1565/DSS--DSS2+IR,1565,283.412039,27.849411,DSS,DSS2+IR,2,"(29, 30)",5,1.0,0.0,0.373046875,0.06073446327683616,,NULL
FITS/RandSample-2000/index-1565/WISE+(AllWISE)--w1,1565,283.412039,27.849411,WISE,w1,1,"(22, 22)",7,1.4142135623730951,0.0,0.333984375,0.09530864197530864,,NULL
FITS/RandSample-2000/index-1565/2MASS--J,1565,283.412039,27.849411,2MASS,J,1,"(30, 30)",4,1.4142135623730951,0.0,0.322265625,0.011287288363343187,,NULL
FITS/RandSample-2000/index-1565/2MASS--H,1565,283.412039,27.849411,2MASS,H,1,"(30, 30)",4,1.4142135623730951,0.0,0.306640625,0.011018543402311207,,NULL
FITS/RandSample-2000/index-1566/WISE+(AllWISE)--w3,1566,272.873872,58.891746,WISE,w3,0,NULL,NULL,NULL,NULL,0.501953125,0.2088888888888889,0,Image lacks central blob
FITS/RandSample-2000/index-1566/WISE+(AllWISE)--w2,1566,272.873872,58.891746,WISE,w2,1,"(22, 22)",8,1.4142135623730951,0.0,0.361328125,0.1111111111111111,,NULL
FITS/RandSample-2000/index-1566/DSS--DSS1+Blue,1566,272.873872,58.891746,DSS,DSS1+Blue,1,"(29, 30)",5,1.0,0.0,0.412109375,0.03220338983050847,,NULL
FITS/RandSample-2000/index-1566/DSS--DSS1+Red,1566,272.873872,58.891746,DSS,DSS1+Red,1,"(17, 17)",4,1.4142135623730951,0.0,0.400390625,0.04897959183673469,,NULL
FITS/RandSample-2000/index-1566/DSS--DSS2+Blue,1566,272.873872,58.891746,DSS,DSS2+Blue,1,"(29, 30)",5,1.0,0.0,0.388671875,0.03559322033898305,,NULL
FITS/RandSample-2000/index-1566/2MASS--K,1566,272.873872,58.891746,2MASS,K,1,"(29, 29)",4,2.8284271247461903,0.0,0.380859375,0.009943563558183283,,NULL
FITS/RandSample-2000/index-1566/WISE+(AllWISE)--w4,1566,272.873872,58.891746,WISE,w4,0,NULL,NULL,NULL,NULL,0.716796875,0.851358024691358,0,Image lacks central blob
FITS/RandSample-2000/index-1566/DSS--DSS2+Red,1566,272.873872,58.891746,DSS,DSS2+Red,1,"(29, 30)",5,1.0,0.0,0.361328125,0.031073446327683617,,NULL
FITS/RandSample-2000/index-1566/DSS--DSS2+IR,1566,272.873872,58.891746,DSS,DSS2+IR,1,"(29, 31)",4,1.4142135623730951,0.0,0.373046875,0.022598870056497175,,NULL
FITS/RandSample-2000/index-1566/WISE+(AllWISE)--w1,1566,272.873872,58.891746,WISE,w1,1,"(22, 22)",7,1.4142135623730951,0.0,0.345703125,0.09135802469135802,,NULL
FITS/RandSample-2000/index-1566/2MASS--J,1566,272.873872,58.891746,2MASS,J,1,"(29, 29)",4,2.8284271247461903,0.0,0.337890625,0.011018543402311207,,NULL
FITS/RandSample-2000/index-1566/2MASS--H,1566,272.873872,58.891746,2MASS,H,1,"(29, 29)",4,2.8284271247461903,0.0,0.333984375,0.011018543402311207,,NULL
FITS/RandSample-2000/index-1567/WISE+(AllWISE)--w3,1567,258.85567,-48.411613,WISE,w3,0,NULL,NULL,NULL,NULL,0.435546875,0.1875,0,Image lacks central blob
FITS/RandSample-2000/index-1567/WISE+(AllWISE)--w2,1567,258.85567,-48.411613,WISE,w2,1,"(21, 21)",8,1.4142135623730951,0.045454545454545456,0.369140625,0.13636363636363635,,NULL
FITS/RandSample-2000/index-1567/DSS--DSS2+Blue,1567,258.85567,-48.411613,DSS,DSS2+Blue,1,"(17, 17)",4,1.4142135623730951,0.0,0.369140625,0.15836734693877552,,NULL
FITS/RandSample-2000/index-1567/2MASS--K,1567,258.85567,-48.411613,2MASS,K,1,"(29, 29)",4,2.8284271247461903,0.0,0.345703125,0.01585595270088686,,NULL
FITS/RandSample-2000/index-1567/WISE+(AllWISE)--w4,1567,258.85567,-48.411613,WISE,w4,0,NULL,NULL,NULL,NULL,0.615234375,0.48863636363636365,0,Image lacks central blob
FITS/RandSample-2000/index-1567/DSS--DSS2+Red,1567,258.85567,-48.411613,DSS,DSS2+Red,1,"(30, 30)",9,0.0,0.0,0.376953125,0.15508474576271186,,NULL
FITS/RandSample-2000/index-1567/DSS--DSS2+IR,1567,258.85567,-48.411613,DSS,DSS2+IR,1,"(29, 30)",7,1.0,0.0,0.380859375,0.11412429378531073,,NULL
FITS/RandSample-2000/index-1567/WISE+(AllWISE)--w1,1567,258.85567,-48.411613,WISE,w1,1,"(21, 21)",9,1.4142135623730951,0.14153846153846153,0.380859375,0.16993801652892562,,NULL
FITS/RandSample-2000/index-1567/2MASS--J,1567,258.85567,-48.411613,2MASS,J,1,"(29, 29)",4,2.8284271247461903,0.0,0.349609375,0.01612469766191884,,NULL
FITS/RandSample-2000/index-1567/2MASS--H,1567,258.85567,-48.411613,2MASS,H,1,"(29, 29)",4,2.8284271247461903,0.0,0.322265625,0.01719967750604676,,NULL
FITS/RandSample-2000/index-1568/WISE+(AllWISE)--w3,1568,56.020577,61.428455,WISE,w3,0,NULL,NULL,NULL,NULL,0.638671875,0.13282828282828282,0,Image lacks central blob
FITS/RandSample-2000/index-1568/WISE+(AllWISE)--w2,1568,56.020577,61.428455,WISE,w2,1,"(22, 22)",8,1.4142135623730951,0.0,0.365234375,0.1101010101010101,,NULL
FITS/RandSample-2000/index-1568/DSS--DSS1+Blue,1568,56.020577,61.428455,DSS,DSS1+Blue,1,"(29, 30)",5,1.0,0.0,0.419921875,0.03531073446327684,,NULL
FITS/RandSample-2000/index-1568/DSS--DSS1+Red,1568,56.020577,61.428455,DSS,DSS1+Red,1,"(17, 17)",4,1.4142135623730951,0.0,0.451171875,0.05142857142857143,,NULL
FITS/RandSample-2000/index-1568/DSS--DSS2+Blue,1568,56.020577,61.428455,DSS,DSS2+Blue,1,"(30, 31)",5,1.0,0.0,0.404296875,0.037570621468926556,,NULL
FITS/RandSample-2000/index-1568/2MASS--K,1568,56.020577,61.428455,2MASS,K,1,"(29, 30)",4,2.23606797749979,0.0,0.353515625,0.011018543402311207,,NULL
FITS/RandSample-2000/index-1568/WISE+(AllWISE)--w4,1568,56.020577,61.428455,WISE,w4,0,NULL,NULL,NULL,NULL,0.759765625,0.7893939393939394,0,Image lacks central blob
FITS/RandSample-2000/index-1568/DSS--DSS2+Red,1568,56.020577,61.428455,DSS,DSS2+Red,1,"(29, 30)",5,1.0,0.0,0.384765625,0.03502824858757062,,NULL
FITS/RandSample-2000/index-1568/DSS--DSS2+IR,1568,56.020577,61.428455,DSS,DSS2+IR,1,"(29, 30)",4,1.0,0.0,0.341796875,0.02175141242937853,,NULL
FITS/RandSample-2000/index-1568/WISE+(AllWISE)--w1,1568,56.020577,61.428455,WISE,w1,1,"(22, 22)",7,1.4142135623730951,0.0,0.341796875,0.09444444444444444,,NULL
FITS/RandSample-2000/index-1568/2MASS--J,1568,56.020577,61.428455,2MASS,J,1,"(29, 30)",4,2.23606797749979,0.0,0.314453125,0.011824778285407149,,NULL
FITS/RandSample-2000/index-1568/2MASS--H,1568,56.020577,61.428455,2MASS,H,1,"(29, 30)",4,2.23606797749979,0.0,0.345703125,0.010749798441279226,,NULL
FITS/RandSample-2000/index-1569/WISE+(AllWISE)--w3,1569,114.259882,-36.59714,WISE,w3,1,"(21, 23)",9,2.0,0.1928374655647383,0.412109375,0.2388888888888889,,NULL
FITS/RandSample-2000/index-1569/WISE+(AllWISE)--w2,1569,114.259882,-36.59714,WISE,w2,1,"(21, 22)",8,2.23606797749979,0.0,0.322265625,0.1606060606060606,,NULL
FITS/RandSample-2000/index-1569/DSS--DSS2+Blue,1569,114.259882,-36.59714,DSS,DSS2+Blue,1,"(17, 16)",5,2.23606797749979,0.0,0.443359375,0.10040816326530612,,NULL
FITS/RandSample-2000/index-1569/2MASS--K,1569,114.259882,-36.59714,2MASS,K,1,"(30, 29)",4,2.23606797749979,0.0,0.283203125,0.016930932545014783,,NULL
FITS/RandSample-2000/index-1569/WISE+(AllWISE)--w4,1569,114.259882,-36.59714,WISE,w4,0,NULL,NULL,NULL,NULL,0.646484375,0.6075757575757575,0,Image lacks central blob
FITS/RandSample-2000/index-1569/DSS--DSS2+Red,1569,114.259882,-36.59714,DSS,DSS2+Red,1,"(29, 30)",7,1.0,0.0,0.396484375,0.0903954802259887,,NULL
FITS/RandSample-2000/index-1569/DSS--DSS2+IR,1569,114.259882,-36.59714,DSS,DSS2+IR,1,"(29, 30)",5,1.0,0.0,0.373046875,0.05621468926553672,,NULL
FITS/RandSample-2000/index-1569/WISE+(AllWISE)--w1,1569,114.259882,-36.59714,WISE,w1,1,"(21, 22)",7,2.23606797749979,0.0,0.330078125,0.1595959595959596,,NULL
FITS/RandSample-2000/index-1569/2MASS--J,1569,114.259882,-36.59714,2MASS,J,1,"(30, 29)",4,2.23606797749979,0.0,0.287109375,0.01719967750604676,,NULL
FITS/RandSample-2000/index-1569/2MASS--H,1569,114.259882,-36.59714,2MASS,H,1,"(30, 29)",4,2.23606797749979,0.0,0.283203125,0.018005912389142703,,NULL
FITS/RandSample-2000/index-1570/WISE+(AllWISE)--w3,1570,42.322163,21.23205,WISE,w3,0,NULL,NULL,NULL,NULL,0.650390625,0.15757575757575756,0,Image lacks central blob
FITS/RandSample-2000/index-1570/WISE+(AllWISE)--w2,1570,42.322163,21.23205,WISE,w2,1,"(21, 22)",7,2.23606797749979,0.0,0.373046875,0.10404040404040404,,NULL
FITS/RandSample-2000/index-1570/DSS--DSS1+Blue,1570,42.322163,21.23205,DSS,DSS1+Blue,1,"(30, 29)",5,1.0,0.0,0.439453125,0.04858757062146893,,NULL
FITS/RandSample-2000/index-1570/DSS--DSS1+Red,1570,42.322163,21.23205,DSS,DSS1+Red,1,"(18, 17)",4,1.0,0.0,0.447265625,0.05714285714285714,,NULL
FITS/RandSample-2000/index-1570/DSS--DSS2+Blue,1570,42.322163,21.23205,DSS,DSS2+Blue,1,"(29, 30)",5,1.0,0.0,0.419921875,0.032749209997127264,,NULL
FITS/RandSample-2000/index-1570/2MASS--K,1570,42.322163,21.23205,2MASS,K,1,"(29, 29)",4,2.8284271247461903,0.0,0.333984375,0.011287288363343187,,NULL
FITS/RandSample-2000/index-1570/WISE+(AllWISE)--w4,1570,42.322163,21.23205,WISE,w4,0,NULL,NULL,NULL,NULL,0.794921875,0.9161616161616162,0,Image lacks central blob
FITS/RandSample-2000/index-1570/DSS--DSS2+Red,1570,42.322163,21.23205,DSS,DSS2+Red,1,"(29, 30)",5,1.0,0.0,0.365234375,0.0327683615819209,,NULL
FITS/RandSample-2000/index-1570/DSS--DSS2+IR,1570,42.322163,21.23205,DSS,DSS2+IR,1,"(29, 30)",5,1.0,0.0,0.373046875,0.029661016949152543,,NULL
FITS/RandSample-2000/index-1570/WISE+(AllWISE)--w1,1570,42.322163,21.23205,WISE,w1,1,"(21, 22)",7,2.23606797749979,0.0,0.337890625,0.09393939393939393,,NULL
FITS/RandSample-2000/index-1570/2MASS--J,1570,42.322163,21.23205,2MASS,J,1,"(29, 30)",4,2.23606797749979,0.0,0.306640625,0.011556033324375168,,NULL
FITS/RandSample-2000/index-1570/2MASS--H,1570,42.322163,21.23205,2MASS,H,1,"(29, 30)",4,2.23606797749979,0.0,0.330078125,0.011018543402311207,,NULL
FITS/RandSample-2000/index-1571/WISE+(AllWISE)--w3,1571,318.08288,52.990818,WISE,w3,0,NULL,NULL,NULL,NULL,0.580078125,0.6466942148760331,0,Image lacks central blob
FITS/RandSample-2000/index-1571/WISE+(AllWISE)--w2,1571,318.08288,52.990818,WISE,w2,1,"(21, 21)",8,1.4142135623730951,0.008771929824561403,0.369140625,0.11776859504132231,,NULL
FITS/RandSample-2000/index-1571/DSS--DSS1+Blue,1571,318.08288,52.990818,DSS,DSS1+Blue,1,"(32, 30)",7,2.0,0.0,0.451171875,0.06751412429378531,,NULL
FITS/RandSample-2000/index-1571/DSS--DSS1+Red,1571,318.08288,52.990818,DSS,DSS1+Red,1,"(18, 16)",4,2.0,0.0,0.447265625,0.06285714285714286,,NULL
FITS/RandSample-2000/index-1571/DSS--DSS2+Blue,1571,318.08288,52.990818,DSS,DSS2+Blue,1,"(29, 29)",7,1.4142135623730951,0.0,0.416015625,0.046825624820453896,,NULL
FITS/RandSample-2000/index-1571/2MASS--K,1571,318.08288,52.990818,2MASS,K,1,"(29, 30)",4,2.23606797749979,0.0,0.314453125,0.013168503090567052,,NULL
FITS/RandSample-2000/index-1571/WISE+(AllWISE)--w4,1571,318.08288,52.990818,WISE,w4,0,NULL,NULL,NULL,NULL,0.712890625,0.7660123966942148,0,Image lacks central blob
FITS/RandSample-2000/index-1571/DSS--DSS2+Red,1571,318.08288,52.990818,DSS,DSS2+Red,1,"(29, 29)",5,1.4142135623730951,0.0,0.412109375,0.043665613329503014,,NULL
FITS/RandSample-2000/index-1571/DSS--DSS2+IR,1571,318.08288,52.990818,DSS,DSS2+IR,1,"(28, 31)",5,2.23606797749979,0.0,0.400390625,0.03954802259887006,,NULL
FITS/RandSample-2000/index-1571/WISE+(AllWISE)--w1,1571,318.08288,52.990818,WISE,w1,1,"(21, 21)",7,1.4142135623730951,0.0,0.357421875,0.09710743801652892,,NULL
FITS/RandSample-2000/index-1571/2MASS--J,1571,318.08288,52.990818,2MASS,J,1,"(29, 30)",4,2.23606797749979,0.0,0.357421875,0.009406073636119323,,NULL
FITS/RandSample-2000/index-1571/2MASS--H,1571,318.08288,52.990818,2MASS,H,1,"(29, 30)",4,2.23606797749979,0.0,0.322265625,0.010749798441279226,,NULL
FITS/RandSample-2000/index-1572/WISE+(AllWISE)--w3,1572,113.769728,-22.777191,WISE,w3,1,"(22, 22)",11,1.4142135623730951,0.3073286052009456,0.369140625,0.2088888888888889,,NULL
FITS/RandSample-2000/index-1572/WISE+(AllWISE)--w2,1572,113.769728,-22.777191,WISE,w2,0,NULL,NULL,NULL,NULL,0.455078125,0.30419753086419754,0,Image lacks central blob
FITS/RandSample-2000/index-1572/DSS--DSS1+Red,1572,113.769728,-22.777191,DSS,DSS1+Red,1,"(30, 29)",14,1.0,0.14471243042671614,0.451171875,0.16045197740112993,,NULL
FITS/RandSample-2000/index-1572/DSS--DSS2+Blue,1572,113.769728,-22.777191,DSS,DSS2+Blue,1,"(18, 17)",5,1.0,0.0,0.419921875,0.09551020408163265,,NULL
FITS/RandSample-2000/index-1572/2MASS--K,1572,113.769728,-22.777191,2MASS,K,1,"(29, 29)",7,2.8284271247461903,0.0,0.376953125,0.03251814028486966,,NULL
FITS/RandSample-2000/index-1572/WISE+(AllWISE)--w4,1572,113.769728,-22.777191,WISE,w4,0,NULL,NULL,NULL,NULL,0.498046875,0.465679012345679,0,Image lacks central blob
FITS/RandSample-2000/index-1572/DSS--DSS2+Red,1572,113.769728,-22.777191,DSS,DSS2+Red,1,"(30, 30)",11,0.0,0.06280193236714976,0.416015625,0.1228813559322034,,NULL
FITS/RandSample-2000/index-1572/DSS--DSS2+IR,1572,113.769728,-22.777191,DSS,DSS2+IR,2,"(29, 29)",9,1.4142135623730951,0.0,0.396484375,0.10932203389830508,,NULL
FITS/RandSample-2000/index-1572/WISE+(AllWISE)--w1,1572,113.769728,-22.777191,WISE,w1,0,NULL,NULL,NULL,NULL,0.517578125,0.3802469135802469,0,Image lacks central blob
FITS/RandSample-2000/index-1572/2MASS--J,1572,113.769728,-22.777191,2MASS,J,1,"(29, 29)",7,2.8284271247461903,0.0,0.380859375,0.027411986025262028,,NULL
FITS/RandSample-2000/index-1572/2MASS--H,1572,113.769728,-22.777191,2MASS,H,1,"(29, 29)",7,2.8284271247461903,0.0,0.298828125,0.05106154259607632,,NULL
FITS/RandSample-2000/index-1573/WISE+(AllWISE)--w3,1573,130.511307,-26.118469,WISE,w3,0,NULL,NULL,NULL,NULL,0.556640625,0.1590909090909091,0,Image lacks central blob
FITS/RandSample-2000/index-1573/WISE+(AllWISE)--w2,1573,130.511307,-26.118469,WISE,w2,1,"(22, 21)",8,1.0,0.0,0.373046875,0.10898760330578512,,NULL
FITS/RandSample-2000/index-1573/DSS--DSS1+Blue,1573,130.511307,-26.118469,DSS,DSS1+Blue,1,"(28, 29)",9,2.23606797749979,0.0,0.447265625,0.1135593220338983,,NULL
FITS/RandSample-2000/index-1573/DSS--DSS1+Red,1573,130.511307,-26.118469,DSS,DSS1+Red,1,"(29, 29)",7,1.4142135623730951,0.0,0.451171875,0.08700564971751412,,NULL
FITS/RandSample-2000/index-1573/DSS--DSS2+Blue,1573,130.511307,-26.118469,DSS,DSS2+Blue,1,"(17, 17)",5,1.4142135623730951,0.0,0.447265625,0.17551020408163265,,NULL
FITS/RandSample-2000/index-1573/2MASS--K,1573,130.511307,-26.118469,2MASS,K,1,"(30, 29)",4,2.23606797749979,0.0,0.330078125,0.010481053480247245,,NULL
